file_name,time_d4,solutions_d4,memory_d4,time_gpmc,solutions_gpmc,memory_gpmc,time_addmc,solutions_addmc,memory_addmc,time_sharpsat,solutions_sharpsat,memory_sharpsat,time_ganak,solutions_ganak,memory_ganak,time_ganak_no,solutions_ganak_no,memory_ganak_no,time_approxmc,solutions_approxmc,memory_approxmc,time_approxmc_no,solutions_approxmc_no,memory_approxmc_no
hash-16.txt.gz.no_w.txt,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,,2534.95,28.12410807400993,1854.578125,797.1,28.15339745011192,1854.51171875
or-100-5-4.txt.gz.no_w.txt,100000.0,,,0.01,30.10299956639812,20.0,0.031,30.10299936076112,-1.0,100000.0,,,100000.0,,,100000.0,,,0.01,30.10299956639812,,0.02,30.10299956639812,
blasted_squaring41.txt.gz.no_w.txt,51.731717,40.0369894233095,561.0,39.7,40.0369894233095,588.0,100000.0,,,100000.0,,,100000.0,,,100000.0,,,3.27,40.0369894233095,45.28515625,2.5,40.0369894233095,20.52734375
75-26-2-q.txt.gz.no_w.txt,100000.0,,,17.76,782.3769587306872,359.0,100000.0,,,100000.0,,,100000.0,,,100000.0,,,11.97,782.3701193061568,148.6171875,1.63,782.3631704462015,27.3515625
or-100-20-3-UC-20.txt.gz.no_w.txt,100000.0,,,0.01,24.7375121077201,42.0,0.029,24.73751228032826,-1.0,100000.0,,,100000.0,,,100000.0,,,0.05,24.729538019181646,7.17578125,0.03,24.62646769746877,6.91015625
Pedigree_11.uai.txt_no_w.txt,100000.0,,,0.35,126.42120742287062,43.0,20.841,126.42120728758026,-1.0,100000.0,,,100000.0,,,100000.0,,,100000.0,,,100000.0,,
or-50-10-2-UC-30.txt.gz.no_w.txt,0.001422,6.572354786296191,548.0,0.01,6.572354786296191,42.0,0.019,6.572354553776553,-1.0,1.88403,15.05149978319906,127668.0,0.003885,6.572354786296191,-1.0,0.0037,6.572354786296191,-1.0,0.01,6.572354786296191,6.6484375,0.0,6.572354786296191,6.65625
75-18-7-q.txt.gz.no_w.txt,14.338597,368.159684697049,555.0,0.26,368.159684697049,43.0,100000.0,,,100000.0,,,100000.0,,,100000.0,,,8.74,368.173048658607,118.75390625,0.81,368.2108372194964,21.54296875
or-100-5-6-UC-10.txt.gz.no_w.txt,18.900204,21.072099696478684,576.0,0.0,21.072099696478684,20.0,0.035,21.072099100278358,-1.0,100000.0,,,9.25832,21.072099696478684,-1.0,9.16254,21.072099696478684,-1.0,0.01,21.072099696478684,,0.01,21.072099696478684,
leader_sync6_2.pm_7steps_7int_1fract_elected_under.dimacs.gz.no_w.txt,0.074107,13605.828805284014,569.0,0.05,13605.828805284014,46.0,100000.0,,,0.063686,13605.828805284014,145019.0,100000.0,,,100000.0,,,0.8,11.916261089950948,64.71875,0.62,11.916261089950948,64.4296875
